dom1     dom2     J_plm               known_interaction
PF03534  PF12256  0.6884290973220187  1
PF05065  PF05521  0.6882974975865218  0
PF03934  PF08334  0.6881374269256008  0
PF02654  PF03186  0.686919269575944   0
PF07503  PF14720  0.6865950308930546  0
PF02868  PF07504  0.6858763633614116  1
PF01276  PF03709  0.6841731803083198  1
PF04675  PF04679  0.6837043716626118  1
PF09822  PF14238  0.6831443044137148  0
PF13359  PF13613  0.6826179321969597  1
PF13167  PF16360  0.6815507019285532  1
PF01447  PF07504  0.6815285545359724  1
PF01973  PF03102  0.6806255712076161  0
PF02661  PF13784  0.6802497694099523  1
PF01242  PF06508  0.6802123898538298  0
PF03135  PF04956  0.6797869135636354  0
PF10923  PF13208  0.6796336071083392  0
PF04965  PF06841  0.6791449848928826  0
PF05489  PF06995  0.6785456156772318  0
PF00941  PF13478  0.678146995746374   0
PF02884  PF08124  0.6780283169762451  1
PF02405  PF02470  0.6778397998945407  0
PF02609  PF13742  0.6771808185731103  1
PF01068  PF02735  0.6768795830500403  0
PF03837  PF09588  0.6767680168547199  0
PF03841  PF09106  0.6766533676533554  0
PF03802  PF08218  0.6765554337051151  1
PF13802  PF17137  0.6759193208431458  1
PF01008  PF03079  0.6755852072883434  0
PF09940  PF16254  0.6750621924200896  1
PF05402  PF13186  0.6750121518509652  1
PF01496  PF16886  0.6744150240374568  0
PF13241  PF14824  0.6743635028370225  1
PF05930  PF13356  0.6740962621949877  0
PF11946  PF13249  0.6738425428924981  0
PF01055  PF16338  0.6737827221023297  1
PF08747  PF08849  0.6727315085930897  0
PF00941  PF02625  0.6725274757662809  0
PF08843  PF13338  0.6722252324866191  0
PF01969  PF09861  0.6721195312071969  0
PF01967  PF06463  0.6718568027268088  0
PF01450  PF07991  0.6710703225688688  1
PF02568  PF02926  0.6707041564668625  1
PF05107  PF09827  0.6704336799963524  0
PF11946  PF13243  0.6704334973325502  0
PF02735  PF13298  0.6702167311769819  0
PF13413  PF13464  0.6697316472382184  1
PF01799  PF03450  0.6696912005098935  1
PF04465  PF13020  0.6693707179180004  0
PF08011  PF09820  0.6689381525193475  1
PF04965  PF04984  0.668844332122649   0
PF01845  PF07362  0.6674039479734397  1
PF03065  PF09210  0.6668761818568655  1
PF01571  PF08669  0.6666894108695685  1
PF02335  PF03264  0.6661710287380154  1
PF07009  PF07456  0.6646671272751931  1
PF00361  PF00662  0.6645805732653058  1
PF02733  PF03610  0.6633417683012577  0
PF05402  PF13471  0.6632997610353554  1
PF11867  PF12161  0.662588185891928   0
PF01625  PF01641  0.6623636902961034  1
PF14684  PF14685  0.6620767608121143  1
PF00290  PF00697  0.6615244851511821  0
PF09296  PF09297  0.660771021427814   1
PF02837  PF02929  0.6603665562912168  1
PF01270  PF03170  0.6602875140903737  0
PF03354  PF05135  0.6596690177533615  0
PF16313  PF17148  0.6593788410145347  1
PF03918  PF16327  0.6593087366342429  1
PF13400  PF13629  0.6585633832373223  0
PF00239  PF13408  0.6584801614699114  1
PF02588  PF10035  0.657498510768779   1
PF04773  PF05226  0.656999441088103   0
PF00128  PF02806  0.656964467639108   1
PF04865  PF04965  0.6567748012542021  0
PF01179  PF02727  0.656469855410096   1
PF00361  PF00420  0.6553970067262587  1
PF05120  PF05121  0.6553029875656514  0
PF09983  PF13555  0.6551647874334212  0
PF04964  PF13629  0.6550203935982803  0
PF09701  PF12469  0.654493804930424   0
PF09700  PF09701  0.6539849997062948  0
PF03612  PF07663  0.653906900681718   1
PF02738  PF03450  0.6535669168860616  1
PF03446  PF14833  0.6534477830842427  1
PF13369  PF13371  0.6534226231560569  1
PF09614  PF09615  0.6522896055300951  0
PF00741  PF06386  0.6510937926824686  0
PF03802  PF04223  0.6507191450004963  0
PF16221  PF16254  0.6499352707355772  1
PF04233  PF06074  0.6472842741325715  1
PF04984  PF09684  0.6470457665498452  0
PF03743  PF04335  0.646676050159444   1
PF08665  PF08849  0.6462371701066744  0
PF13242  PF13344  0.646202928996863   1
PF06968  PF13500  0.6457869603143537  0
PF01977  PF02621  0.6454749411879424  0
PF11812  PF12501  0.6453040675866532  0
PF03787  PF09700  0.6451895871014748  1
PF02613  PF13247  0.6449348351358928  1
PF00925  PF00926  0.6447622312995511  1
PF03524  PF03743  0.6441661693083802  1
PF00359  PF05524  0.6434571095410431  1
PF03237  PF04233  0.6428634118297731  0
PF08665  PF13337  0.6427973075486964  0
PF02597  PF05690  0.6427378379959638  1
PF01597  PF02347  0.6419131012491748  1
PF05651  PF13556  0.6416711518743645  1
PF04335  PF05101  0.6400595449654463  0
PF00741  PF05120  0.6399025123147619  0
PF04965  PF09684  0.6393372655826104  0
PF03264  PF03927  0.6391791535275061  0
PF03186  PF07685  0.6389261930258887  0
PF00496  PF08352  0.6387980720902957  0
PF06537  PF09375  0.637794209207785   0
PF00146  PF00499  0.6376470166505042  1
PF07728  PF10117  0.6372395739032571  0
PF03100  PF03918  0.6366227578429798  0
PF13358  PF13565  0.6361418813423796  1
PF13802  PF16338  0.6350002611270824  1
PF00676  PF02817  0.6330723740850164  1
PF13437  PF13533  0.6323304117190531  1
PF03379  PF03918  0.631656992084524   0
PF16536  PF16542  0.6313174953516778  1
PF13247  PF14711  0.631247219097465   1
PF04335  PF04956  0.6312408723547053  0
PF00591  PF02885  0.6312083809774598  1
PF03608  PF07663  0.6311944808056441  0
PF03608  PF03612  0.6311944806449328  0
PF03608  PF06923  0.6310487145036828  0
PF01814  PF04405  0.6308180831059841  1
PF01869  PF06050  0.6304465770278856  1
PF06750  PF07963  0.6294979907377651  0
PF11202  PF15617  0.6291808393184894  0
PF12500  PF15617  0.6291808393174716  0
PF15608  PF15617  0.6291808393154965  0
PF13604  PF14490  0.6288188173960066  1
PF05065  PF05119  0.6279914374008102  0
PF09940  PF16221  0.6275745523598232  1
PF03453  PF03454  0.6271951636982933  1
PF15609  PF15617  0.6267051812045051  0
PF01386  PF14693  0.6266765454838421  1
PF03264  PF03892  0.6263318953349827  0
PF01210  PF07479  0.6260808660172168  1
PF09704  PF09707  0.6256182489589113  0
PF11614  PF13746  0.6254855619667992  1
PF01470  PF06166  0.6233674334796018  0
PF09615  PF09618  0.623097843292677   0
PF01874  PF08218  0.6226974300847449  0
PF04717  PF04985  0.6226698333025417  0
PF01470  PF06149  0.6226587570984594  0
PF04085  PF06723  0.6225966080146312  1
PF00775  PF12391  0.6221774733126304  1
PF09611  PF09615  0.6219420135423277  0
PF01512  PF10589  0.621127413571544   1
PF03524  PF05101  0.6204740957434474  0
PF04295  PF08666  0.6202907009991312  1
PF03537  PF16933  0.6201862190086329  0
PF08849  PF13337  0.6197642602181637  0
PF12623  PF16536  0.6193523322453913  0
PF00224  PF02887  0.6193466390814197  1
PF03319  PF06130  0.6183505345426739  0
PF02951  PF02955  0.6180764643880021  1
PF05121  PF06386  0.6172981113867906  0
PF01113  PF05173  0.6167977642800506  1
PF03062  PF16822  0.615667857002098   0
PF01989  PF04412  0.6145795939614983  1
PF06890  PF07409  0.6142886547944332  0
PF04860  PF05135  0.613665589403195   0
PF09614  PF09618  0.6133967325149723  0
PF09837  PF12345  0.6129011332598767  0
PF00146  PF00507  0.6125324955257198  1
PF01584  PF02895  0.6123625640007443  1
PF01874  PF03802  0.6121267970564837  1
PF02971  PF07837  0.6120619549517705  1
PF11663  PF15937  0.6116607198807975  0
PF04738  PF14028  0.6109424055037442  1
PF09611  PF09614  0.6102876571667428  0
PF09660  PF11796  0.6101814450624391  0
PF04985  PF09684  0.6101407755060334  0
PF12805  PF13515  0.6098810740561259  1
PF12008  PF12161  0.6098533715952608  1
PF11739  PF13617  0.6096154358426835  0
PF06035  PF16448  0.6095651307711485  1
PF00175  PF00970  0.6095558257675331  1
PF04282  PF13596  0.609532427232607   1
PF12623  PF16542  0.608882995999216   0
PF05157  PF07963  0.6086382045186114  0
PF00420  PF00662  0.6085387370371997  1
PF09699  PF13435  0.608411500953344   1
PF02735  PF04679  0.6083367585142124  0
PF04860  PF05521  0.606850655089582   0
PF03824  PF06226  0.6062864024576623  1
PF04610  PF05101  0.6059967687899811  0
PF05954  PF09684  0.605934499618322   0
PF07290  PF15975  0.6057497561183296  0
PF01170  PF02926  0.6048815546991678  1
PF00975  PF16197  0.60463784837734    1
PF06834  PF07916  0.6043174158844665  0
PF08541  PF08545  0.6041772872882317  1
PF03626  PF06481  0.6038685859688513  1
PF06923  PF07663  0.6036213142939808  0
PF03612  PF06923  0.6036213141412039  0
PF04166  PF07005  0.6035147279119633  1
PF00346  PF01058  0.6035077522831458  1
PF03608  PF03829  0.6032122183495217  0
PF04166  PF17042  0.6023204001570915  1
PF02836  PF16353  0.6018769420706087  1
PF03524  PF04956  0.601814168532725   0
PF07012  PF10614  0.6016559992472585  0
PF10017  PF12867  0.6014697492277745  1
PF04216  PF09163  0.6013020979839394  0
PF11795  PF11855  0.6001476028008186  0
PF07853  PF13630  0.6000025031045774  1
PF09660  PF09664  0.5999794283797975  0
PF03895  PF05658  0.5998465254648512  1
PF08874  PF12395  0.5981519467055902  1
PF02446  PF02806  0.5976805073829147  1
PF01855  PF10371  0.5976713688235185  1
PF05157  PF06750  0.597382819029485   0
PF06381  PF09979  0.5969920805096234  0
PF02625  PF03450  0.5969105690999857  0
PF05114  PF10048  0.5968949585991833  0
PF00116  PF00510  0.5966590845579713  1
PF00703  PF02929  0.5963534508049515  1
PF00677  PF00885  0.5950223168649751  1
PF00936  PF06130  0.5948897039966534  0
PF01850  PF04014  0.5946541079893708  1
PF00218  PF00290  0.5944341183250345  0
PF03473  PF03476  0.5942270946735221  1
PF00329  PF00507  0.5942164054758214  1
PF05048  PF12679  0.5941604200432602  0
PF13551  PF13592  0.5933806599724087  1
PF00902  PF02416  0.5929122714848951  1
PF00346  PF00507  0.5926761111617089  1
PF09704  PF09827  0.592464483411663   0
PF06834  PF11130  0.5923517700437193  0
PF07287  PF14330  0.5922361694574676  0
PF00146  PF01058  0.592163962286713   0
PF00593  PF07715  0.592121846285164   1
PF00329  PF00499  0.5918553865988554  1
PF01624  PF05192  0.5912020858175623  1
PF11760  PF11761  0.5909084186755804  1
PF00346  PF00499  0.5902872253961265  1
PF02277  PF07685  0.5899174510710699  1
PF03610  PF05524  0.5898477108168595  1
PF02342  PF15617  0.5898068630986524  0
PF03527  PF05593  0.5887956094552744  1
PF01642  PF13669  0.5886990248182582  0
PF09836  PF10048  0.588577575605571   0
PF00015  PF02895  0.5877249401242914  1
PF02508  PF04205  0.5868613732087173  0
PF04717  PF09684  0.5863173048385188  0
PF01571  PF02347  0.5857551768148647  1
PF05816  PF10112  0.5850553375466022  0
PF01978  PF11495  0.5849437744019226  1
PF04717  PF06995  0.584740363000761   0
PF02629  PF08442  0.5847157496079947  1
PF09611  PF09618  0.5844360429765865  0
PF12796  PF13637  0.5844233206192128  1
PF04965  PF14065  0.5835646828586718  0
PF02952  PF07881  0.5834014825988346  1
PF06857  PF08218  0.5831649039741703  0
PF00885  PF00925  0.5828763090415161  0
PF04233  PF05069  0.582542858179593   0
PF03450  PF13478  0.5825271596301705  0
PF00310  PF01645  0.5823220725241324  1
PF02310  PF02965  0.5819517127302487  1
PF03829  PF06923  0.5815719011427739  0
PF01068  PF04675  0.5814011849514611  1
PF04185  PF05506  0.5810117181309193  1
PF16370  PF16371  0.5808303858242285  1
PF04865  PF06841  0.5803788205854236  0
PF02654  PF07685  0.5803780599573173  0
PF01493  PF01645  0.5797460975222568  1
PF01948  PF02748  0.5784226411906092  1
PF00677  PF00926  0.5782671532112661  1
PF00391  PF02896  0.5778230277856763  1
PF03829  PF07663  0.5775586783692033  0
PF03612  PF03829  0.5775586782578246  0
PF04632  PF07869  0.5772597532305299  0
PF04610  PF04956  0.5768324243064371  1
PF01136  PF12392  0.5768109432308495  1
PF03116  PF04205  0.575883512899319   1
PF01126  PF08446  0.5758563951381745  0
PF00205  PF02776  0.5756967047423283  1
PF09827  PF13395  0.5756674118916021  0
PF02574  PF02965  0.5749681006884115  1
PF03895  PF05662  0.5745689459745915  1
PF11896  PF16657  0.5742086678462943  1
PF13471  PF14907  0.5741895642639178  1
PF01432  PF08439  0.5740727019046625  1
PF02534  PF04610  0.5739672406340315  0
PF02952  PF07882  0.5736312187359802  1
PF02433  PF14715  0.5733121578333792  1
PF00289  PF02785  0.5727815636237658  1
PF02308  PF13194  0.5723190027026773  1
PF09661  PF11796  0.5722789017323557  0
PF02256  PF02906  0.5717651017160692  1
PF12996  PF13524  0.571248209272964   1
PF08870  PF14072  0.5708217807562679  0
PF02283  PF07685  0.5708150743217354  1
PF03551  PF10400  0.570557867053601   1
PF02342  PF11202  0.5703802297379248  0
PF02342  PF12500  0.5703802297377851  0
PF02342  PF15608  0.5703802297342919  0
PF00329  PF01058  0.5702126007044557  1
PF02665  PF13247  0.5694217444700237  0
PF02433  PF13746  0.5693660007995409  0
PF01752  PF08453  0.5687604455327085  1
PF10418  PF17179  0.5687599185308166  1
PF00359  PF00381  0.5684828592674842  1
PF02342  PF15609  0.5677925246959522  0
PF02574  PF02607  0.5677380167208774  1
PF00326  PF02897  0.5676780318470644  1
PF00742  PF03447  0.567662773393478   1
PF01128  PF02542  0.5668127971080235  1
PF10027  PF13781  0.5666765121377046  0
PF07157  PF07409  0.5666157640362293  0
PF10029  PF16357  0.5664244932645521  1
PF01867  PF13395  0.5661596991516877  0
PF04246  PF13375  0.5660313510574724  0
PF04408  PF08482  0.5657205393191703  1
PF04984  PF13699  0.5653725181577105  0
PF12642  PF12846  0.5648783810276886  0
PF00360  PF01126  0.564658944741916   0
PF11380  PF17102  0.5641989256048048  1
PF08279  PF13280  0.5639238078626795  1
PF02837  PF16353  0.5638430975161931  1
PF13871  PF13872  0.562990007879464   1
